老师编号,老师工号,老师姓名,常带课程,可带课程
5295,T4295,沃进良,古代汉语,安全防范工程；地质学A
5296,T4296,燕康志,电力电子技术,罐头食品加工与软饮料工艺学；中医学基础A；护理学基础A
5297,T4297,霍伊眉,口腔修复学,林木病理学；植物保护；大学英语读写教程
5298,T4298,能香昭,中医诊断学,中药学；方剂学；中医内科学
5299,T4299,周绍国,建筑材料,混凝土结构；钢结构
5300,T4300,卜祥时,建筑史工业,外国艺术设计史；飞机维修；电路理论
5301,T4301,富羽欢,大学体育,跆拳道；游泳
5302,T4302,刘固俊,高等数学B,生理学A；运动控制
5303,T4303,能继平,国学经典,弹性力学；会计学C
5304,T4304,丁菁伊,植物科学与技术,植物保护；园艺
5305,T4305,苗静悦,生物学基础,农牧业生产基础
5306,T4306,卓骏益,可持续建筑,线性代数；计量经济学；建筑设计A
5307,T4307,后哲鑫,中国语言文学,外国语言文学
5308,T4308,高艺亭,纺织品设计学,临床医学；自动控制理论
5309,T4309,伏誉昭,中医学基础B,地质学B1；中医学基础B
5310,T4310,宰祥善,交通运输设备,测试技术；计算机网络系统
5311,T4311,骆晶伊,种子科学与工程,空
5312,T4312,崔洁芸,航空航天动力装置,大气科学概论；国际贸易A；数据结构
5313,T4313,鲍芝影,大学生物A,电路原理；口腔组织病理学；森林生态学
5314,T4314,廖浩蒙,中国教育史,教育通论；治安系；普通心理学
5315,T4315,习美馥,机械制图B,计算机技术；教育论
5316,T4316,蔡基恒,程序设计基础,中医学基础A；生物学基础；国际商务谈判
5317,T4317,郦黛舒,生理学B1,几何学；会计学B
5318,T4318,黎以学,计算机软件技术基础,中国法制史；医学遗传学
5319,T4319,全群风,数学分析,蜂学；跆拳道
5320,T4320,郗伊寒,人体解剖学A,人体解剖学C
5321,T4321,傅尚峰,制丝学,计算机技术；哲学概论；运动控制
5322,T4322,卓茜艺,实践性教学环节,海洋科学导论；农学B；中国断代史
5323,T4323,汲媛翠,岩石学,全球动力力学；电子技术基础
5324,T4324,胡娥羽,大地测量学基础；地球物理大地测量学,空间测理论与技术
5325,T4325,计梁鹏,植物生理学,工程力学A1；舞蹈欣赏；中外城市建筑史
5326,T4326,冀乐可,数字信号处理,民法；可持续建筑
5327,T4327,卜正翰,儿童文学,声乐；舞蹈；学前卫生学
5328,T4328,赵娴茗,交响乐欣赏,人体解剖学C；新闻传播三大类；物理化学
5329,T4329,路叶莺,口腔解剖生理学,儿童文学；信号与系统；大学生物B
5330,T4330,卫宜玉,有机化学B,刑事诉讼法；传播学；知识产权法
5331,T4331,谭英晔,国际商法,运动控制；电气控制与PLC技术；普通化学A
5332,T4332,荀卫益,岩土力学,海洋科学导论；形式与政策；植物营养学
5333,T4333,隗秋纯,国际商务谈判,电路理论；普通化学B
5334,T4334,夔达天,大学生物A,国际贸易B；政治经济学；生物力学
5335,T4335,庾杰友,针灸临床治疗学,经络学；刺灸学；推拿临床治疗学
5336,T4336,何影艺,教育心理学,教育论；教育哲学
5337,T4337,黄桂琼,运筹学,管理学；营销学；财务管理
5338,T4338,昝时腾,工程力学A2,中医内科学；食品添加剂；动物科学
5339,T4339,阙竹洁,世界经济学,推拿临床治疗学；操作系统
5340,T4340,须茂臻,基础会计,普通心理学；交通运输技术管理；飞机维修
5341,T4341,黎生士,钢结构,工程制图；混凝土结构；工程结构
5342,T4342,宰备旭,大气科学概论B2,海洋技术；法理学；农学B
5343,T4343,浦昭会,海洋测绘,古代汉语；食品营养与卫生
5344,T4344,晏新颜,工程地质学,人体解剖学B；中国教育史
5345,T4345,殳蔚瑜,古代汉语,生物力学；农牧业生产基础
5346,T4346,邓善霖,工程制图,钢结构；混凝土结构
5347,T4347,祖祥亭,分析力学,概率论；信号与系统；乐理学A1
5348,T4348,闻凝婕,反应堆工程管理,大学物理B1；地球化学；海洋地质学
5349,T4349,费芳莎,毛泽东思想,马克思主义哲学
5350,T4350,高营垒,人口经济学,艺术设计基础；电磁场理论；信号与系统分析
5351,T4351,经艺芳,工程制图,钢结构；混凝土结构
5352,T4352,马言纪,核动力装置,中国史；生物学基础
5353,T4353,茅河谋,普通心理学,幼儿心理学；结晶矿物学；建筑设计
5354,T4354,苍峰康,德育原理,建筑设计C；自动控制理论；海洋技术
5355,T4355,包献舜,测试技术,机械设计基础；电工与电子技术基础理论
5356,T4356,石致雨,儿童文学,内科护理学；中国近代史；航空仪表
5357,T4357,娄阳颜,口腔修复学,口腔内科学
5358,T4358,程莲昭,空气动力学,外国工艺美术史；生理学B2；教育学概论
5359,T4359,舒芬芳,电路原理,蜂学；中医诊断学
5360,T4360,强欢爽,国际法,构造地质学；园艺；乐理基础
5361,T4361,秦垒垒,森林植物学,植物生理学；植物营养学
5362,T4362,康纪林,电机维修,电工电子技术；数控加工技术；图像识别
5363,T4363,华馨筠,电力紫铜自动化装置,航空航天概论；国际贸易运输与保险
5364,T4364,羊春伊,电力电子技术,电气控制与PLC技术；运动控制
5365,T4365,裘爽育,大学物理B1；大学物理B2；大学物理C,面向对象程序设计
5366,T4366,尹勤 ,马克思主义哲学,毛泽东思想
5367,T4367,秋莺蕊,大学英语读写教程,生态与可持续发展经济学；中国断代史
5368,T4368,祝良聪,电气控制与PLC技术,会计学C；航空仪表；舞蹈
5369,T4369,危婉仪,计算机网络系统,地球物理大地测量学；数据结构
5370,T4370,向庆维,航空仪表,汉语言文学A；岩土力学；毛泽东思想
5371,T4371,广舒琴,交通运输企业管理,中国通史；计算机网络系统
5372,T4372,程科帆,针灸临床治疗学,经络学；刺灸学；推拿临床治疗学
5373,T4373,师影欣,建筑材料,混凝土结构；钢结构；工程结构
5374,T4374,牧薇勤,国际商法,空
5375,T4375,胡磊保,生理学A,人口经济学；生物海洋学；外贸英语B
5376,T4376,寇致善,新闻传播三大类,哲学概论；制丝学；中国语言文学
5377,T4377,衡珠玉,中国教育史,材料科学基础；中国诗词文化
5378,T4378,齐娅莺,建筑与城市摄影,中外城市建筑史
5379,T4379,查清乐,塑性力学,弹性力学；理论力学
5380,T4380,贺黛黛,游泳,普通心理学；建筑材料；钢结构
5381,T4381,师波阳,智能建筑概论,有机化学；几何代数；民事诉讼法
5382,T4382,黎天时,振动力学,弹性力学；理论力学
5383,T4383,弓励弘,农学B,国际商务谈判；世界通史；国际法
5384,T4384,刁英瑞,地质学C,临床药学；刺灸学；乐理学C
5385,T4385,耿康功,微生物学与免疫学,交通管理工程；电工与电子技术基础理论
5386,T4386,龙勤枫,振动力学,电子技术基础；电机维修；中国古代史
5387,T4387,邢翠馨,考古学通论,建筑与城市摄影；临床药学；空间测理论与技术
5388,T4388,屈越镇,电工与电子技术基础理论,机械设计基础；测试技术
5389,T4389,暨澜素,大气科学概论,管理学；大气科学概论B1；哲学概论
5390,T4390,龙岚议,行政管理,公共事业管理；劳动与社会保障
5391,T4391,蔡娟红,交通管理工程,电子技术基础；营销学；财务管理
5392,T4392,左生毅,电力电子技术,生物学基础；电路原理；中医内科学
5393,T4393,任俊恒,中国诗词欣赏,中国诗词欣赏；中国诗词文化
5394,T4394,贺章晔,数字信号处理,海洋科学导论；外国工艺美术史；微观经济学
5395,T4395,宓真瑶,大学英语听说教程,建筑设计C；国际商务案例；大学英语听说教程
5396,T4396,解羽枝,混凝土结构,工程制图；钢结构
5397,T4397,乜岚励,生物化学与分子生物学,物理实验；乐理学C；民法
5398,T4398,满蓉淑,操作系统,编译技术；数据结构
5399,T4399,卜惠艳,交通港站与枢纽,交通运输法规
5400,T4400,璩轮平,园艺,大学英语读写教程；理论力学；交通运输法则
5401,T4401,甘信亮,中医学基础A；中医学基础B；现代医学基础,中医古典医籍
5402,T4402,孟娅怡,纺织化学,毛泽东思想；普通逻辑学；信号与系统分析
5403,T4403,和清春,工程结构,工程制图；钢结构
5404,T4404,慕蓉影,工程制图,国际私法；天体力学；教育心理学
5405,T4405,嵇晔语,飞行器结构力学,机械设计基础
5406,T4406,蒙霄飘,哲学概论,马克思主义哲学原理
5407,T4407,田豪隆,财务管理,医学遗传学；数理统计；国际经济学
5408,T4408,凌胜毅,电机维修,中外哲学原著导读；中国诗词欣赏；生理学B2
5409,T4409,易茂家,钢结构,工程制图；混凝土结构；工程结构
5410,T4410,惠凡洁,史学导论,工程力学A2；马克思主义哲学原理；地基与基础
5411,T4411,茅承泓,基础会计,中级财政会计管理会计成本会计
5412,T4412,苏岩 ,断裂力学,塑性力学；空气动力学
5413,T4413,郏霖龙,运筹学,工程力学A2；针灸临床治疗学；地球化学
5414,T4414,季起正,内科护理学,教育论；电子技术基础；行政管理
5415,T4415,勾滢枝,工程力学A2,中医学基础A；普通心理学
5416,T4416,杭姣娜,管理数学,信号与系统；乐理学A2；地质学
5417,T4417,柏琦红,航空航天动力装置,电机维修；工程制图；植物营养学
5418,T4418,胡育菁,马克思主义哲学,农学A；纤维材料化学
5419,T4419,姜厚飞,乐理学A2,乐理学A1
5420,T4420,冉露可,史学导论；考古学通论,历史地理学
5421,T4421,章泽融,交通运输设备,交通运输技术管理；交通运输企业管理
5422,T4422,席中广,刺灸学,经络学；针灸临床治疗学
5423,T4423,钟帆振,中国诗词欣赏,生理学B1；地质学
5424,T4424,平冰芝,经络学,刺灸学；针灸临床治疗学
5425,T4425,沙坤来,实验力学,振动力学
5426,T4426,韦妍珍,大学英语,商务英语
5427,T4427,邵秋枝,艺术设计概论,纺织品设计学；工程力学A2；感测技术
5428,T4428,平霄春,生理学A,理论力学；内科护理学；地球化学
5429,T4429,云柔佳,治安系,计算机技术；中外城市建筑史；交通港站与枢纽
5430,T4430,侯茗晶,计量经济学,电路原理；人体解剖学B；计算机网络系统
5431,T4431,通琼琳,细胞生物学,全球动力力学；考古学通论；反应堆工程原理
5432,T4432,桑婉岚,电路理论,计算机技术；电磁场理论
5433,T4433,卻桂婵,大气科学概论,建筑师业务基础；教育哲学
5434,T4434,鬱牧永,智能建筑概论,护理学基础B；乐理学B2
5435,T4435,温琰眉,理论力学,实验力学；弹性力学
5436,T4436,鱼琰可,教育论,教育心理学；教育学概论；教育心理学
5437,T4437,褚香伊,中国史,现代医学基础；传播学
5438,T4438,纪佳娜,塑性力学,流体力学；几何学；振动力学
5439,T4439,郝振力,现代控制理论,植物科学与技术；植物科学与技术；森林植物学
5440,T4440,温芬娥,马克思主义哲学；毛泽东思想,马克思主义政治经济学
5441,T4441,家育美,舞蹈,声乐；学前卫生学
5442,T4442,闻芸惠,哲学概论,马克思主义哲学原理
5443,T4443,熊议曦,护理学基础B,人体解剖学A；大气探测学；测试技术
5444,T4444,居清山,妇产科护理学,儿科护理学
5445,T4445,焦薇婷,建筑材料,工程制图；地基与基础
5446,T4446,苗平礼,大学生物B,线性代数；中级财政会计管理会计成本会计；西方哲学史
5447,T4447,吕华婉,普通化学A,国际法；史学导论
5448,T4448,章琴芸,制丝学,纺纱学；机织学；针织学
5449,T4449,甘邦俊,乐理学B1,现代医学基础；交通港站与枢纽；数理统计
5450,T4450,郭士哲,刺灸学,工程地质学；海洋测绘
5451,T4451,苏锦龙,学前卫生学,舞蹈；幼儿心理学；幼儿保健学
5452,T4452,那姣彩,测试技术,机械设计基础；电工与电子技术基础理论
5453,T4453,凤娴淑,声乐,舞蹈；幼儿心理学；儿童文学
5454,T4454,查哲群,纺织化学,纤维材料学
5455,T4455,施欣澜,普通心理学,计算机网络系统；反应堆工程管理；大学化学
5456,T4456,牧等雪,普通化学B,自动控制理论；国际营销学
5457,T4457,凤振康,生物化学,弹性力学；组织胚胎学；口腔修复学
5458,T4458,萧珊真,教育论,教育心理学；教育学概论；教育心理学
5459,T4459,卓进政,材料科学基础,分析化学；物理化学
5460,T4460,庞琳洁,工程地质学,实变与泛函；普通化学B
5461,T4461,柴影姣,海洋地质学,生物海洋学；海洋调查与观测技术
5462,T4462,项姬纨,国际贸易A,国际贸易B
5463,T4463,慕晓毓,跆拳道,矿床学；国际商务案例；自动控制理论
5464,T4464,颜轮锦,航空航天动力装置,植物保护；生物力学；乐理学D
5465,T4465,岑航庭,西方史学史,中国断代史；古代汉语
5466,T4466,苗雪瑶,反应堆工程原理,机械制图A；传热；大学物理B2
5467,T4467,杨采彬,动物科学,蚕学；蜂学；ps
5468,T4468,乌环纯,电力电子技术,电气控制与PLC技术；运动控制
5469,T4469,桑雪筠,世界通史,生物化学与分子生物学；国际金融
5470,T4470,尤军峰,知识产权法,交通港站与枢纽；地基与基础
5471,T4471,贝政帆,弹性力学,地球物理及勘探方法；理论力学
5472,T4472,别岚真,人体解剖学,组织胚胎学；细胞生物学
5473,T4473,符家翰,农牧业生产基础,生物学基础
5474,T4474,匡娅秀,航空宇航制造工程,航空航天动力装置；隐身技术；飞机维修
5475,T4475,通纯瑗,分析力学,流体力学；振动力学；实验力学
5476,T4476,倪谋义,中药学,妇产科护理学；地质学C
5477,T4477,韶正泽,工程水文学,食品营养与卫生；理论力学
5478,T4478,武理迎,国际贸易A；国际贸易B;对外贸易概论,国际商务谈判；国际营销学；国际商务案例
5479,T4479,席磊纪,中医学基础A；中医学基础B；现代医学基础,中医古典医籍
5480,T4480,双岚业,生物化学与分子生物学；大学生物,药理学；临床医学
5481,T4481,施惠霞,艺术考古学,工程结构；普通化学A
5482,T4482,终聪凝,儿科护理学,交响乐欣赏；生态建筑概论；外国工艺美术史
5483,T4483,江云雁,农牧业生产基础,生物学基础
5484,T4484,朱朗祥,教育哲学,教育统计测量评价；中小学教学法
5485,T4485,冷晶芳,中外哲学原著导读,森林植物学；人体解剖学A；物理实验
5486,T4486,蒙霭秀,安全防范工程,内科护理学；大学计算机基础；乐理学C
5487,T4487,甘善新,推拿临床治疗学,经络学；刺灸学；针灸临床治疗学
5488,T4488,明宪泽,幼儿保健学,声乐；舞蹈；学前卫生学
5489,T4489,乔颜家,国际贸易务实,国际金融；电机维修；弹性力学
5490,T4490,阮婷洁,流体力学,空气动力学；塑性力学；断裂力学
5491,T4491,栾媛蕊,幼儿心理学,操作系统；舞蹈
5492,T4492,家有杰,生物化学与分子生物学,儿科护理学；有机化学B；工程水文学
5493,T4493,须士全,人口经济学,学前卫生学；数据结构；隐身技术
5494,T4494,狄琛会,机织学,西方史学史；数控加工技术；西方史学史
5495,T4495,厉冰媛,数字信号处理,地球物理大地测量学；健康评估；国际营销学
5496,T4496,江继函,财政学,中国教育史；实践性教学环节；国际私法
5497,T4497,桑丽兰,复变函数,民事诉讼法；刑事科学技术；商务英语
5498,T4498,芮丽欣,乐理基础,舞蹈欣赏；交响乐欣赏；舞蹈
5499,T4499,祝钧维,组织胚胎学,教育社会学；国际法；飞行器结构力学
5500,T4500,姬章哲,国际贸易A；国际贸易B;对外贸易概论,国际商务谈判；国际营销学；国际商务案例
5501,T4501,邹环悦,针灸临床治疗学,刺灸学；推拿临床治疗学
5502,T4502,茅咏媛,编译技术,数据结构；操作系统；数字信号处理
5503,T4503,姬凤霞,动物科学,蚕学；蜂学；ps
5504,T4504,邵婕妍,大学英语读写教程,中国断代史；艺术设计基础；工程制图
5505,T4505,惠海钢,行政管理,公共事业管理；劳动与社会保障
5506,T4506,郜青悦,地基与基础,工程制图；钢结构
5507,T4507,殷融利,毛泽东思想,马克思主义哲学
5508,T4508,尹发祥,舞蹈,生物技术；运筹学
5509,T4509,顾栋元,知识产权法,空
5510,T4510,方筠珊,电工与电子技术基础理论,机械设计基础
5511,T4511,宁艺叶,跆拳道,工程力学A1；教育心理学
5512,T4512,米伟晨,有机化学A,有机化学B
5513,T4513,弓永江,编译技术,数据结构；操作系统；数字信号处理
5514,T4514,邓基牧,中国诗词文化,管理数学；海洋地质学；历史地理学
5515,T4515,施晓航,国际贸易务实,国际贸易运输与保险；外贸制单与结汇
5516,T4516,甘静娟,生物技术,森林昆虫学；林木病理学
5517,T4517,闻凝桂,马克思主义政治经济学,口腔修复学；振动力学；公共事业管理
5518,T4518,平眉叶,核动力装置,流体力学
5519,T4519,邵等育,交通管理工程,生物技术；大学计算机基础
5520,T4520,廖函英,学前卫生学,舞蹈；幼儿心理学；幼儿保健学
5521,T4521,束宁可,航空航天概论,罐头食品加工与软饮料工艺学；塑性力学；消防工程
5522,T4522,柏咏雪,天体力学,哲学概论；实变与泛函；热工
5523,T4523,吕梦馨,地质学C,工程热力学；口腔组织病理学；乐理基础
5524,T4524,闻云怡,中国诗词欣赏,中国诗词文化
5525,T4525,马胜春,马克思主义哲学；毛泽东思想,马克思主义政治经济学
5526,T4526,蒯玉荣,商法,工程力学A1；园艺
5527,T4527,弘义波,中国工艺美术史,外国工艺美术史
5528,T4528,缪卿莉,教育哲学,测量与遥感；伦理学；安全防范工程
5529,T4529,徐丹卿,食品营养与卫生,教育社会学；儿科护理学
5530,T4530,暴菲荣,教育心理学,马克思主义政治经济学；游泳；医学遗传学
5531,T4531,堵媛英,中国教育史；教育通论,教学论；外国教育史
5532,T4532,冯宁融,对外贸易概论,国际商务案例；国际金融
5533,T4533,莫亚 ,高等数学B,经络学；外贸制单与结汇
5534,T4534,褚源山,中国语言文学,中国近代史；中国古代史；中国诗词欣赏
5535,T4535,简倩玲,园艺,幼儿保健学；国际金融；编译技术
5536,T4536,都爱蕊,食品工厂设计基础,食品添加剂
5537,T4537,冉高晔,商法,汉语言文学A；交通运输企业管理；矿床学
5538,T4538,红倩霄,计量经济学,常微分方程；森林昆虫学
5539,T4539,巩坤若,建筑设计B1,外贸英语函电；有机化学B；工程力学A1
5540,T4540,相青芸,形式与政策,传播学；中国法制史；乐理学D
5541,T4541,苗梦韵,纺织化学,会计学C；地质学B1
5542,T4542,晁静云,会计学Cl,会计学A
5543,T4543,古春永,生物学基础,农牧业生产基础
5544,T4544,封旭涛,飞机维修,国际法；国际贸易务实；机械制图A
5545,T4545,乐苑岚,纺织导论,大学生物A；医学遗传学
5546,T4546,勾荷琦,机械制图,计算机绘图
5547,T4547,弘磊永,教育论,教育心理学；教育学概论；教育心理学
5548,T4548,沈思勤,口腔内科学,口腔修复学
5549,T4549,戚珍秀,中国诗词欣赏,中国诗词文化
5550,T4550,隗振康,健康评估,计算机绘图；行政法与行政诉讼法；核动力装置
5551,T4551,冀保朋,口腔修复学,口腔内科学
5552,T4552,龚中恒,中国近代史,中国古代史；中国语言文学；中国诗词欣赏
5553,T4553,池宏才,商务英语,地基与基础；信号与系统；建筑师业务基础
5554,T4554,苗来江,机械制图B,大气探测学；营销学
5555,T4555,湛勇邦,工程力学B,工程力学A1
5556,T4556,元冠良,生物学基础,农牧业生产基础
5557,T4557,甘娟彩,空气动力学,建筑设计B2；建筑设计B2
5558,T4558,沙玉琼,高等数学B,国际金融；国际金融；国际政治
5559,T4559,薄可瑗,乐理学A2,教育论；教育哲学；基础会计
5560,T4560,程功琛,中国语言文学,中国近代史；中国古代史；中国诗词欣赏
5561,T4561,郁朋泽,幼儿心理学,声乐；学前卫生学
5562,T4562,蓝玉怡,理论力学,海洋测绘；生物海洋学；大气探测学
5563,T4563,艾士全,编译技术,热工；大学物理B2；中医内科学
5564,T4564,毕馥娴,运筹学,管理学；营销学；财务管理
5565,T4565,杨璐瑾,医学遗传学,生理学B1；蜂学；地球物理大地测量学
5566,T4566,阎影珍,种子科学与工程,空
5567,T4567,赵蔚志,现代医学基础,常微分方程；植物保护；舞蹈
5568,T4568,钮瑞育,乐理学B1,计算机网络系统；中医内科学；几何代数
5569,T4569,简香瑶,幼儿保健学,舞蹈；学前卫生学
5570,T4570,凌俊清,电工与电子技术基础理论,护理学基础A；飞机维修
5571,T4571,苗黛姣,护理学基础A；护理学基础B,内科护理学；外科护理学
5572,T4572,茹蔚霖,安全防范工程,安全防范工程；数控加工技术
5573,T4573,段泽雨,森林植物学,海洋调查与观测技术；地质学；教育心理学
5574,T4574,路等真,中国断代史,大学体育；电气控制与PLC技术；艺术考古学
5575,T4575,苍桂秀,政治经济学,面向对象程序设计；纺织化学；有机化学B
5576,T4576,姜盛明,中国工艺美术史,外国工艺美术史
5577,T4577,阚莺宁,商务英语,纺织厂空气调节；西方史学史；纺织化学
5578,T4578,乐冬洋,建筑防灾,遥感技术；财政学
5579,T4579,段谦子,中国近代史；中国古代史,国学经典；形势与政策
5580,T4580,于佳丽,军事海洋学,海洋技术
5581,T4581,林敬采,外国语言文学,农学A；会计学A；计算机仿真技术
5582,T4582,常娟姬,空气动力学,空
5583,T4583,隗意言,妇产科护理学,儿科护理学
5584,T4584,倪义语,电工电子技术,治安系；分析化学
5585,T4585,荆琦玉,健康评估,林木病理学；机织学
5586,T4586,赵薇瑾,教育论,教育心理学；教育学概论；教育心理学
5587,T4587,贾月莺,地球化学,大学英语；建筑设计A；断裂力学
5588,T4588,狄希霞,地球物理及勘探方法,遥感技术
5589,T4589,顾军海,电机维修,电工电子技术；数控加工技术；图像识别
5590,T4590,窦功江,植物保护,植物科学与技术；园艺
5591,T4591,费芬秋,刺灸学,经络学；推拿临床治疗学
5592,T4592,喻宁莉,教学论,工程水文学；普通化学A；材料科学基础
5593,T4593,充国雨,知识产权法,现代控制理论；传播学；食品添加剂
5594,T4594,潘咏宁,断裂力学,塑性力学；流体力学；物理学
5595,T4595,惠昭岚,幼儿保健学,声乐；舞蹈；学前卫生学
5596,T4596,葛雁亚,操作系统,基础会计；海洋测绘；航空宇航制造工程
5597,T4597,甄梦思,实变与泛函,微观经济学；计算机原理及应用
5598,T4598,红佳秋,地质学B2,大学物理C；乐理基础
5599,T4599,龙婷凤,逻辑学,电磁场理论；临床医学
5600,T4600,敖帅彪,种子科学与工程,空
5601,T4601,韶勤珊,普通心理学,现代控制理论；地质学B1；现代控制理论
5602,T4602,家蕊荣,中国哲学史；西方哲学史,中外哲学原著导读
5603,T4603,向聪娅,离散数学,声乐；劳动与社会保障；教学论
5604,T4604,养惠荷,经络学,制丝学；生物力学；反应堆工程原理
5605,T4605,向彬壮,针灸临床治疗学,经络学；刺灸学；推拿临床治疗学
5606,T4606,蓝红育,计算机原理及应用,计算机原理及应用；药理学；理论力学
5607,T4607,卢咏莲,机械制图B,种子科学与工程；形式与政策
5608,T4608,党羽芸,中医学基础B,程序设计基础；生理学A；学前卫生学
5609,T4609,终飘贞,海洋测绘,口腔内科学；数据结构；纺织厂空气调节
5610,T4610,曾兰霭,空气动力学,理论力学
5611,T4611,经材焘,幼儿心理学,声乐；学前卫生学
5612,T4612,秦蒙正,电力电子技术,电气控制与PLC技术；运动控制
5613,T4613,蓬振航,法理学；宪法,中国法制史；民法；商法
5614,T4614,阎冠谊,国际贸易B,史学导论；地球化学；对外贸易概论
5615,T4615,刘妹卿,电机维修,外贸制单与结汇；遥感技术
5616,T4616,慎洁梅,大学物理B1,大学物理B2
5617,T4617,昌皓颜,空气动力学,财政学；岩石学；建筑设计A
5618,T4618,勾高皓,大气科学概论A,计量经济学；有机化学；生物力学
5619,T4619,詹倩姣,外贸英语A；外贸英语B,外贸英语函电；WTO规则
5620,T4620,晏萍蓉,塑性力学,教育论；塑性力学；生理学A
5621,T4621,朱友起,织物组织学,史学导论；护理学基础A
5622,T4622,葛鹏镇,财务管理,经络学；法理学；毛泽东思想
5623,T4623,彭芬青,宏观经济学,园艺；商法；中国史
5624,T4624,凌环昭,大气科学概论,史学导论；感测技术；健康评估
5625,T4625,党莲荷,声乐,舞蹈；幼儿心理学；儿童文学
5626,T4626,邰良建,国际贸易A,国际贸易B
5627,T4627,毕晓薇,宗教学,哲学概论；大学生物B；离散数学
5628,T4628,柴升越,中国法制史,工程水文学；大气科学概论B1
5629,T4629,丰悦琴,教育论,针织学；反应堆工程原理
5630,T4630,侯基涛,混凝土结构,工程制图；钢结构
5631,T4631,卢园冰,行政法与行政诉讼法,民事诉讼法；刑事诉讼法
5632,T4632,姚可凡,教育学概论,人体解剖学A；对待贸易概论
5633,T4633,闵学亭,电气控制与PLC技术,物理学；乐理学B1；古建筑保护
5634,T4634,萧鹏咏,农牧业生产基础,生物学基础
5635,T4635,路艳柔,军事海洋学,海洋技术
5636,T4636,鄂光金,中小学教学法,普通化学B；普通化学B
5637,T4637,尚希家,针织学,织物组织学；生物力学；乐理学B2
5638,T4638,殳语高,环境控制,知识产权法；交通港站与枢纽
5639,T4639,岑彩梅,民事诉讼法,建筑防灾；生物化学；中国艺术设计史
5640,T4640,谈棠洲,乐理基础,舞蹈欣赏；交响乐欣赏；舞蹈
5641,T4641,周理廷,国际贸易A,纤维材料化学；电工与电子技术基础理论
5642,T4642,蒲为保,机械制图B,植物营养学；面向对象程序设计；行政法与行政诉讼法
5643,T4643,邰馥娟,断裂力学,民法；构造地质学；中国史
5644,T4644,严福卫,机织学,海洋调查与观测技术；数学分析；生物力学
5645,T4645,和毅易,药理学,大学英语读写教程；数字信号处理；乐理学A1
5646,T4646,鞠美春,基础会计,中级财政会计管理会计成本会计
5647,T4647,贺议正,工程力学；岩土力学,地基与基础；工程制图
5648,T4648,廖时映,纺织化学,管理数学；乐理学D；电工与电子技术基础理论
5649,T4649,缪燕彩,分析化学,智能建筑概论；国际营销学；分析化学
5650,T4650,郁贤克,中国工艺美术史,宪法；知识产权法；分析力学
5651,T4651,蒲生思,常微分方程,工程结构；反应堆工程原理；农牧业生产基础
5652,T4652,步伯宁,现代控制理论,游泳；考古学通论
5653,T4653,翁冬齐,植物保护,植物科学与技术；园艺
5654,T4654,纪馨娅,普通心理学,人体解剖学；艺术设计学；振动力学
5655,T4655,全菁青,分析力学,理论力学
5656,T4656,秋芳晓,生物学基础,农牧业生产基础
5657,T4657,钮筠青,电工与电子技术基础理论,机械设计基础
5658,T4658,靳露娥,针织学,飞行器结构力学；空气动力学
5659,T4659,林婵玉,海洋地质学,生物海洋学；海洋调查与观测技术
5660,T4660,苏献飞,植物生理学,治安系；数据结构；教育哲学
5661,T4661,山茜聪,物理化学,分析化学；材料科学基础
5662,T4662,蒯融珊,中医学基础A；中医学基础B；现代医学基础,中医古典医籍
5663,T4663,陈君影,大学生物C,外贸制单与结汇；航空航天动力装置；国际私法
5664,T4664,雍珊娅,常微分方程,物理学；教育论
5665,T4665,鲁咏炎,马克思主义哲学原理,信号与系统分析；知识产权法
5666,T4666,禄儒尚,国际法,国际私法；国际政治
5667,T4667,夔英馥,会计学B,生理学B2；消防工程；计算机软件技术基础
5668,T4668,萧欢媛,中国艺术设计史,地质学；电路原理；图像识别
5669,T4669,米桂丹,物理化学,世界经济学；刺灸学；构造地质学
5670,T4670,嵇莎悦,对外贸易概论,国际商务案例；国际金融
5671,T4671,李静融,民事诉讼法,细胞生物学；天体力学；生物化学与分子生物学
5672,T4672,谷保清,纺织厂空气调节,建筑材料；国际贸易务实；微生物学与免疫学
5673,T4673,汲娥影,岩石学,民法；核动力装置；自动控制理论
5674,T4674,韩素蓉,针灸临床治疗学,经络学；刺灸学；推拿临床治疗学
5675,T4675,危国蔚,海洋科学导论,外国艺术设计史；分析化学；儿科护理学
5676,T4676,温磊奇,工程力学A1;工程力学A2；工程力学B；工程热力学,机械设计基础
5677,T4677,史豪民,电工与电子技术基础理论,机械设计基础；测试技术
5678,T4678,袁山蔚,操作系统,史学导论；蜂学
5679,T4679,茅园琦,地质学B2,智能建筑概论；构造地质学
5680,T4680,戴娜翠,分析化学,航空仪表；国际贸易运输与保险
5681,T4681,黎黛育,口腔修复学,口腔内科学；急救护理学；建筑构造
5682,T4682,景柔荔,汉语言文学B,汉语言文学A；急救护理学；建筑构造
5683,T4683,桂继健,理论力学；弹性力学,塑性力学；断裂力学
5684,T4684,栾秀嘉,古代汉语,高等数学A；对待贸易概论；外贸英语A
5685,T4685,缪儒泓,有机化学B,中外城市建筑史；外国教育史；生理学B2
5686,T4686,都秋媛,计算机技术,构造地质学；国际贸易运输与保险；宏观经济学
5687,T4687,邱献祥,科学技术哲学,生物海洋学；考古学通论
5688,T4688,俞露凝,生态与可持续发展经济学,食品工厂设计基础；刺灸学；大学化学
